time,x,y,u1,u2
0.0100,0.0000,0.0000,0.1000,0.1500
0.0200,0.0000,0.0000,0.1000,0.1500
0.0300,0.0001,0.0000,0.1000,0.1500
0.0400,0.0001,0.0000,0.1000,0.1500
0.0500,0.0002,0.0000,0.1000,0.1500
0.0600,0.0002,0.0000,0.1000,0.1500
0.0700,0.0003,0.0000,0.1000,0.1500
0.0800,0.0004,0.0000,0.1000,0.1500
0.0900,0.0005,0.0000,0.1000,0.1500
0.1000,0.0006,0.0000,0.1000,0.1500
0.1100,0.0008,0.0000,0.1000,0.1500
0.1200,0.0009,0.0000,0.1000,0.1500
0.1300,0.0011,0.0000,0.1000,0.1500
0.1400,0.0012,0.0000,0.1000,0.1500
0.1500,0.0014,0.0000,0.1000,0.1500
0.1600,0.0016,0.0000,0.1000,0.1500
0.1700,0.0018,0.0000,0.1000,0.1500
0.1800,0.0020,0.0000,0.1000,0.1500
0.1900,0.0023,0.0000,0.1000,0.1500
0.2000,0.0025,0.0000,0.1000,0.1500
0.2100,0.0028,0.0000,0.1000,0.1500
0.2200,0.0030,0.0000,0.1000,0.1500
0.2300,0.0033,0.0000,0.1000,0.1500
0.2400,0.0036,0.0000,0.1000,0.1500
0.2500,0.0039,0.0000,0.1000,0.1500
0.2600,0.0042,0.0000,0.1000,0.1500
0.2700,0.0046,0.0000,0.1000,0.1500
0.2800,0.0049,0.0000,0.1000,0.1500
0.2900,0.0053,0.0000,0.1000,0.1500
0.3000,0.0056,0.0000,0.1000,0.1500
0.3100,0.0060,0.0000,0.1000,0.1500
0.3200,0.0064,0.0000,0.1000,0.1500
0.3300,0.0068,0.0000,0.1000,0.1500
0.3400,0.0072,0.0001,0.1000,0.1500
0.3500,0.0077,0.0001,0.1000,0.1500
0.3600,0.0081,0.0001,0.1000,0.1500
0.3700,0.0086,0.0001,0.1000,0.1500
0.3800,0.0090,0.0001,0.1000,0.1500
0.3900,0.0095,0.0001,0.1000,0.1500
0.4000,0.0100,0.0001,0.1000,0.1500
0.4100,0.0105,0.0001,0.1000,0.1500
0.4200,0.0110,0.0001,0.1000,0.1500
0.4300,0.0116,0.0001,0.1000,0.1500
0.4400,0.0121,0.0001,0.1000,0.1500
0.4500,0.0127,0.0002,0.1000,0.1500
0.4600,0.0132,0.0002,0.1000,0.1500
0.4700,0.0138,0.0002,0.1000,0.1500
0.4800,0.0144,0.0002,0.1000,0.1500
0.4900,0.0150,0.0002,0.1000,0.1500
0.5000,0.0156,0.0002,0.1000,0.1500
0.5100,0.0163,0.0003,0.1000,0.1500
0.5200,0.0169,0.0003,0.1000,0.1500
0.5300,0.0176,0.0003,0.0999,0.1501
0.5400,0.0182,0.0003,0.0999,0.1501
0.5500,0.0189,0.0004,0.0999,0.1501
0.5600,0.0196,0.0004,0.0999,0.1501
0.5700,0.0203,0.0004,0.0999,0.1501
0.5800,0.0210,0.0004,0.0999,0.1501
0.5900,0.0217,0.0005,0.0999,0.1501
0.6000,0.0225,0.0005,0.0999,0.1501
0.6100,0.0232,0.0005,0.0999,0.1501
0.6200,0.0240,0.0006,0.0999,0.1501
0.6300,0.0248,0.0006,0.0999,0.1501
0.6400,0.0256,0.0007,0.0999,0.1501
0.6500,0.0264,0.0007,0.0999,0.1501
0.6600,0.0272,0.0007,0.0999,0.1501
0.6700,0.0280,0.0008,0.0999,0.1501
0.6800,0.0289,0.0008,0.0999,0.1501
0.6900,0.0297,0.0009,0.0999,0.1501
0.7000,0.0306,0.0009,0.0999,0.1501
0.7100,0.0315,0.0010,0.0999,0.1501
0.7200,0.0324,0.0011,0.0999,0.1501
0.7300,0.0333,0.0011,0.0999,0.1501
0.7400,0.0342,0.0012,0.0999,0.1501
0.7500,0.0351,0.0012,0.0999,0.1501
0.7600,0.0361,0.0013,0.0999,0.1501
0.7700,0.0370,0.0014,0.0999,0.1501
0.7800,0.0380,0.0014,0.0999,0.1501
0.7900,0.0390,0.0015,0.0999,0.1501
0.8000,0.0400,0.0016,0.0999,0.1501
0.8100,0.0410,0.0017,0.0999,0.1501
0.8200,0.0420,0.0018,0.0999,0.1501
0.8300,0.0430,0.0019,0.0999,0.1501
0.8400,0.0440,0.0019,0.0999,0.1501
0.8500,0.0451,0.0020,0.0999,0.1501
0.8600,0.0462,0.0021,0.0999,0.1501
0.8700,0.0472,0.0022,0.0999,0.1501
0.8800,0.0483,0.0023,0.0999,0.1501
0.8900,0.0494,0.0025,0.0999,0.1501
0.9000,0.0505,0.0026,0.0999,0.1501
0.9100,0.0517,0.0027,0.0999,0.1501
0.9200,0.0528,0.0028,0.0999,0.1501
0.9300,0.0540,0.0029,0.0999,0.1501
0.9400,0.0551,0.0030,0.0999,0.1501
0.9500,0.0563,0.0032,0.0999,0.1501
0.9600,0.0575,0.0033,0.0999,0.1501
0.9700,0.0587,0.0035,0.0999,0.1501
0.9800,0.0599,0.0036,0.0999,0.1501
0.9900,0.0611,0.0038,0.0999,0.1501
1.0000,0.0623,0.0039,0.0999,0.1501
1.0100,0.0636,0.0041,0.0999,0.1501
1.0200,0.0648,0.0042,0.0999,0.1501
1.0300,0.0661,0.0044,0.0999,0.1501
1.0400,0.0674,0.0046,0.0999,0.1501
1.0500,0.0687,0.0047,0.0999,0.1501
1.0600,0.0700,0.0049,0.0999,0.1501
1.0700,0.0713,0.0051,0.0999,0.1501
1.0800,0.0726,0.0053,0.0999,0.1501
1.0900,0.0740,0.0055,0.0999,0.1501
1.1000,0.0753,0.0057,0.0999,0.1501
1.1100,0.0767,0.0059,0.0999,0.1501
1.1200,0.0781,0.0061,0.0999,0.1501
1.1300,0.0795,0.0064,0.0999,0.1501
1.1400,0.0809,0.0066,0.0999,0.1501
1.1500,0.0823,0.0068,0.0999,0.1501
1.1600,0.0837,0.0071,0.0999,0.1501
1.1700,0.0851,0.0073,0.0999,0.1501
1.1800,0.0866,0.0076,0.0999,0.1501
1.1900,0.0880,0.0078,0.0999,0.1501
1.2000,0.0895,0.0081,0.0999,0.1501
1.2100,0.0910,0.0084,0.0999,0.1501
1.2200,0.0925,0.0086,0.0999,0.1501
1.2300,0.0940,0.0089,0.0999,0.1501
1.2400,0.0955,0.0092,0.0999,0.1501
1.2500,0.0970,0.0095,0.0999,0.1501
1.2600,0.0986,0.0098,0.0999,0.1501
1.2700,0.1001,0.0101,0.0999,0.1501
1.2800,0.1017,0.0105,0.0999,0.1501
1.2900,0.1033,0.0108,0.0999,0.1501
1.3000,0.1048,0.0111,0.0999,0.1501
1.3100,0.1064,0.0115,0.0999,0.1501
1.3200,0.1080,0.0118,0.0999,0.1501
1.3300,0.1097,0.0122,0.0999,0.1501
1.3400,0.1113,0.0126,0.0999,0.1501
1.3500,0.1129,0.0129,0.0999,0.1501
1.3600,0.1146,0.0133,0.0999,0.1501
1.3700,0.1162,0.0137,0.0999,0.1501
1.3800,0.1179,0.0141,0.0999,0.1501
1.3900,0.1196,0.0145,0.0999,0.1501
1.4000,0.1213,0.0150,0.0999,0.1501
1.4100,0.1230,0.0154,0.0999,0.1501
1.4200,0.1247,0.0158,0.0999,0.1501
1.4300,0.1264,0.0163,0.0999,0.1501
1.4400,0.1281,0.0167,0.0999,0.1501
1.4500,0.1299,0.0172,0.0999,0.1501
1.4600,0.1316,0.0177,0.0999,0.1501
1.4700,0.1334,0.0182,0.0999,0.1501
1.4800,0.1352,0.0187,0.0999,0.1501
1.4900,0.1370,0.0192,0.0999,0.1501
1.5000,0.1388,0.0197,0.0999,0.1501
1.5100,0.1406,0.0202,0.0999,0.1501
1.5200,0.1424,0.0207,0.0999,0.1501
1.5300,0.1442,0.0213,0.0999,0.1501
1.5400,0.1461,0.0218,0.0999,0.1501
1.5500,0.1479,0.0224,0.0999,0.1501
1.5600,0.1498,0.0230,0.0999,0.1501
1.5700,0.1516,0.0236,0.0999,0.1501
1.5800,0.1535,0.0242,0.0999,0.1501
1.5900,0.1554,0.0248,0.0999,0.1501
1.6000,0.1573,0.0254,0.0999,0.1501
1.6100,0.1592,0.0261,0.0999,0.1501
1.6200,0.1611,0.0267,0.0999,0.1501
1.6300,0.1630,0.0274,0.0999,0.1501
1.6400,0.1649,0.0280,0.0999,0.1501
1.6500,0.1669,0.0287,0.0999,0.1501
1.6600,0.1688,0.0294,0.0999,0.1501
1.6700,0.1708,0.0301,0.0999,0.1501
1.6800,0.1728,0.0308,0.0999,0.1501
1.6900,0.1747,0.0316,0.0999,0.1501
1.7000,0.1767,0.0323,0.0999,0.1501
1.7100,0.1787,0.0331,0.0999,0.1501
1.7200,0.1807,0.0339,0.0999,0.1501
1.7300,0.1827,0.0346,0.0998,0.1502
1.7400,0.1847,0.0354,0.0998,0.1502
1.7500,0.1867,0.0363,0.0998,0.1502
1.7600,0.1888,0.0371,0.0998,0.1502
1.7700,0.1908,0.0379,0.0998,0.1502
1.7800,0.1929,0.0388,0.0998,0.1502
1.7900,0.1949,0.0396,0.0998,0.1502
1.8000,0.1970,0.0405,0.0998,0.1502
1.8100,0.1991,0.0414,0.0998,0.1502
1.8200,0.2011,0.0423,0.0998,0.1502
1.8300,0.2032,0.0433,0.0998,0.1502
1.8400,0.2053,0.0442,0.0998,0.1502
1.8500,0.2074,0.0451,0.0998,0.1502
1.8600,0.2095,0.0461,0.0998,0.1502
1.8700,0.2116,0.0471,0.0998,0.1502
1.8800,0.2138,0.0481,0.0998,0.1502
1.8900,0.2159,0.0491,0.0998,0.1502
1.9000,0.2180,0.0501,0.0998,0.1502
1.9100,0.2202,0.0512,0.0998,0.1502
1.9200,0.2223,0.0522,0.0998,0.1502
1.9300,0.2245,0.0533,0.0998,0.1502
1.9400,0.2266,0.0544,0.0998,0.1502
1.9500,0.2288,0.0555,0.0998,0.1502
1.9600,0.2309,0.0567,0.0998,0.1502
1.9700,0.2331,0.0578,0.0998,0.1502
1.9800,0.2353,0.0590,0.0998,0.1502
1.9900,0.2375,0.0601,0.0998,0.1502
2.0000,0.2397,0.0613,0.0998,0.1502
2.0100,0.2419,0.0625,0.0998,0.1502
2.0200,0.2441,0.0638,0.0998,0.1502
2.0300,0.2463,0.0650,0.0998,0.1502
2.0400,0.2485,0.0663,0.0998,0.1502
2.0500,0.2507,0.0675,0.0998,0.1502
2.0600,0.2529,0.0688,0.0998,0.1502
2.0700,0.2551,0.0702,0.0998,0.1502
2.0800,0.2574,0.0715,0.0998,0.1502
2.0900,0.2596,0.0728,0.0998,0.1502
2.1000,0.2618,0.0742,0.0998,0.1502
2.1100,0.2641,0.0756,0.0998,0.1502
2.1200,0.2663,0.0770,0.0998,0.1502
2.1300,0.2685,0.0784,0.0998,0.1502
2.1400,0.2708,0.0799,0.0998,0.1502
2.1500,0.2730,0.0813,0.0998,0.1502
2.1600,0.2753,0.0828,0.0998,0.1502
2.1700,0.2775,0.0843,0.0998,0.1502
2.1800,0.2798,0.0858,0.0998,0.1502
2.1900,0.2820,0.0874,0.0998,0.1502
2.2000,0.2843,0.0889,0.0998,0.1502
2.2100,0.2866,0.0905,0.0998,0.1502
2.2200,0.2888,0.0921,0.0998,0.1502
2.2300,0.2911,0.0937,0.0998,0.1502
2.2400,0.2933,0.0954,0.0998,0.1502
2.2500,0.2956,0.0970,0.0998,0.1502
2.2600,0.2979,0.0987,0.0998,0.1502
2.2700,0.3001,0.1004,0.0998,0.1502
2.2800,0.3024,0.1021,0.0998,0.1502
2.2900,0.3047,0.1038,0.0998,0.1502
2.3000,0.3069,0.1056,0.0998,0.1502
2.3100,0.3092,0.1074,0.0998,0.1502
2.3200,0.3115,0.1092,0.0998,0.1502
2.3300,0.3137,0.1110,0.0998,0.1502
2.3400,0.3160,0.1129,0.0998,0.1502
2.3500,0.3183,0.1147,0.0998,0.1502
2.3600,0.3205,0.1166,0.0998,0.1502
2.3700,0.3228,0.1185,0.0998,0.1502
2.3800,0.3250,0.1204,0.0998,0.1502
2.3900,0.3273,0.1224,0.0998,0.1502
2.4000,0.3295,0.1244,0.0998,0.1502
2.4100,0.3318,0.1264,0.0998,0.1502
2.4200,0.3340,0.1284,0.0998,0.1502
2.4300,0.3363,0.1304,0.0998,0.1502
2.4400,0.3385,0.1325,0.0998,0.1502
2.4500,0.3408,0.1346,0.0998,0.1502
2.4600,0.3430,0.1367,0.0998,0.1502
2.4700,0.3452,0.1388,0.0998,0.1502
2.4800,0.3475,0.1409,0.0998,0.1502
2.4900,0.3497,0.1431,0.0998,0.1502
2.5000,0.3519,0.1453,0.0998,0.1502
2.5100,0.3541,0.1475,0.0998,0.1502
2.5200,0.3563,0.1498,0.0998,0.1502
2.5300,0.3585,0.1520,0.0998,0.1502
2.5400,0.3607,0.1543,0.0998,0.1502
2.5500,0.3629,0.1566,0.0998,0.1502
2.5600,0.3651,0.1589,0.0998,0.1502
2.5700,0.3672,0.1613,0.0998,0.1502
2.5800,0.3694,0.1637,0.0998,0.1502
2.5900,0.3716,0.1661,0.0998,0.1502
2.6000,0.3737,0.1685,0.0998,0.1502
2.6100,0.3759,0.1710,0.0998,0.1502
2.6200,0.3780,0.1734,0.0998,0.1502
2.6300,0.3801,0.1759,0.0998,0.1502
2.6400,0.3823,0.1784,0.0998,0.1502
2.6500,0.3844,0.1810,0.0998,0.1502
2.6600,0.3865,0.1835,0.0998,0.1502
2.6700,0.3886,0.1861,0.0998,0.1502
2.6800,0.3907,0.1888,0.0998,0.1502
2.6900,0.3927,0.1914,0.0998,0.1502
2.7000,0.3948,0.1940,0.0998,0.1502
2.7100,0.3969,0.1967,0.0998,0.1502
2.7200,0.3989,0.1994,0.0998,0.1502
2.7300,0.4009,0.2022,0.0998,0.1502
2.7400,0.4030,0.2049,0.0998,0.1502
2.7500,0.4050,0.2077,0.0998,0.1502
2.7600,0.4070,0.2105,0.0998,0.1502
2.7700,0.4090,0.2133,0.0998,0.1502
2.7800,0.4109,0.2162,0.0998,0.1502
2.7900,0.4129,0.2191,0.0998,0.1502
2.8000,0.4148,0.2220,0.0998,0.1502
2.8100,0.4168,0.2249,0.0998,0.1502
2.8200,0.4187,0.2279,0.0998,0.1502
2.8300,0.4206,0.2308,0.0998,0.1502
2.8400,0.4225,0.2338,0.0998,0.1502
2.8500,0.4244,0.2368,0.0998,0.1502
2.8600,0.4262,0.2399,0.0998,0.1502
2.8700,0.4281,0.2430,0.0998,0.1502
2.8800,0.4299,0.2461,0.0998,0.1502
2.8900,0.4317,0.2492,0.0998,0.1502
2.9000,0.4335,0.2523,0.0998,0.1502
2.9100,0.4353,0.2555,0.0998,0.1502
2.9200,0.4370,0.2587,0.0998,0.1502
2.9300,0.4388,0.2619,0.0998,0.1502
2.9400,0.4405,0.2651,0.0998,0.1502
2.9500,0.4422,0.2684,0.0998,0.1502
2.9600,0.4439,0.2717,0.0998,0.1502
2.9700,0.4456,0.2750,0.0998,0.1502
2.9800,0.4472,0.2783,0.0998,0.1502
2.9900,0.4489,0.2817,0.0998,0.1502
3.0000,0.4505,0.2850,0.0998,0.1502
3.0100,0.4521,0.2884,0.0998,0.1502
3.0200,0.4537,0.2919,0.0998,0.1502
3.0300,0.4552,0.2953,0.0998,0.1502
3.0400,0.4567,0.2988,0.0998,0.1502
3.0500,0.4583,0.3023,0.0998,0.1502
3.0600,0.4597,0.3058,0.0998,0.1502
3.0700,0.4612,0.3093,0.0998,0.1502
3.0800,0.4626,0.3129,0.0998,0.1502
3.0900,0.4641,0.3165,0.0998,0.1502
3.1000,0.4655,0.3201,0.0998,0.1502
3.1100,0.4668,0.3237,0.0998,0.1502
3.1200,0.4682,0.3274,0.0998,0.1502
3.1300,0.4695,0.3310,0.0998,0.1502
3.1400,0.4708,0.3347,0.0998,0.1502
3.1500,0.4721,0.3385,0.0998,0.1502
3.1600,0.4733,0.3422,0.0998,0.1502
3.1700,0.4745,0.3460,0.0998,0.1502
3.1800,0.4757,0.3497,0.0998,0.1502
3.1900,0.4769,0.3536,0.0998,0.1502
3.2000,0.4781,0.3574,0.0998,0.1502
3.2100,0.4792,0.3612,0.0998,0.1502
3.2200,0.4803,0.3651,0.0998,0.1502
3.2300,0.4813,0.3690,0.0998,0.1502
3.2400,0.4823,0.3729,0.0998,0.1502
3.2500,0.4833,0.3768,0.0998,0.1502
3.2600,0.4843,0.3808,0.0998,0.1502
3.2700,0.4853,0.3847,0.0998,0.1502
3.2800,0.4862,0.3887,0.0998,0.1502
3.2900,0.4871,0.3928,0.0998,0.1502
3.3000,0.4879,0.3968,0.0998,0.1502
3.3100,0.4887,0.4008,0.0998,0.1502
3.3200,0.4895,0.4049,0.0998,0.1502
3.3300,0.4903,0.4090,0.0998,0.1502
3.3400,0.4910,0.4131,0.0998,0.1502
3.3500,0.4917,0.4172,0.0998,0.1502
3.3600,0.4924,0.4214,0.0998,0.1502
3.3700,0.4930,0.4255,0.0998,0.1502
3.3800,0.4936,0.4297,0.0998,0.1502
3.3900,0.4942,0.4339,0.0998,0.1502
3.4000,0.4947,0.4381,0.0998,0.1502
3.4100,0.4952,0.4423,0.0998,0.1502
3.4200,0.4956,0.4466,0.0998,0.1502
3.4300,0.4961,0.4508,0.0998,0.1502
3.4400,0.4964,0.4551,0.0998,0.1502
3.4500,0.4968,0.4594,0.0998,0.1502
3.4600,0.4971,0.4637,0.0998,0.1502
3.4700,0.4974,0.4680,0.0998,0.1502
3.4800,0.4976,0.4724,0.0998,0.1502
3.4900,0.4978,0.4767,0.0998,0.1502
3.5000,0.4980,0.4811,0.0998,0.1502
3.5100,0.4981,0.4855,0.0998,0.1502
3.5200,0.4982,0.4898,0.0998,0.1502
3.5300,0.4983,0.4943,0.0998,0.1502
3.5400,0.4983,0.4987,0.0998,0.1502
3.5500,0.4982,0.5031,0.0998,0.1502
3.5600,0.4982,0.5075,0.0998,0.1502
3.5700,0.4981,0.5120,0.0998,0.1502
3.5800,0.4979,0.5165,0.0998,0.1502
3.5900,0.4977,0.5209,0.0998,0.1502
3.6000,0.4975,0.5254,0.0998,0.1502
3.6100,0.4972,0.5299,0.0998,0.1502
3.6200,0.4969,0.5344,0.0998,0.1502
3.6300,0.4966,0.5390,0.0998,0.1502
3.6400,0.4962,0.5435,0.0998,0.1502
3.6500,0.4957,0.5480,0.0998,0.1502
3.6600,0.4952,0.5526,0.0998,0.1502
3.6700,0.4947,0.5571,0.0998,0.1502
3.6800,0.4941,0.5617,0.0998,0.1502
3.6900,0.4935,0.5662,0.0998,0.1502
3.7000,0.4929,0.5708,0.0998,0.1502
3.7100,0.4922,0.5754,0.0998,0.1502
3.7200,0.4914,0.5800,0.0998,0.1502
3.7300,0.4906,0.5846,0.0998,0.1502
3.7400,0.4898,0.5892,0.0998,0.1502
3.7500,0.4889,0.5937,0.0998,0.1502
3.7600,0.4880,0.5983,0.0998,0.1502
3.7700,0.4870,0.6030,0.0998,0.1502
3.7800,0.4860,0.6076,0.0998,0.1502
3.7900,0.4849,0.6122,0.0998,0.1502
3.8000,0.4838,0.6168,0.0998,0.1502
3.8100,0.4827,0.6214,0.0998,0.1502
3.8200,0.4815,0.6260,0.0998,0.1502
3.8300,0.4802,0.6306,0.0998,0.1502
3.8400,0.4789,0.6352,0.0998,0.1502
3.8500,0.4775,0.6398,0.0998,0.1502
3.8600,0.4761,0.6445,0.0998,0.1502
3.8700,0.4747,0.6491,0.0998,0.1502
3.8800,0.4732,0.6537,0.0998,0.1502
3.8900,0.4717,0.6583,0.0998,0.1502
3.9000,0.4701,0.6629,0.0999,0.1501
3.9100,0.4684,0.6675,0.0999,0.1501
3.9200,0.4667,0.6721,0.0999,0.1501
3.9300,0.4650,0.6767,0.0999,0.1501
3.9400,0.4632,0.6812,0.0999,0.1501
3.9500,0.4614,0.6858,0.0999,0.1501
3.9600,0.4595,0.6904,0.0999,0.1501
3.9700,0.4575,0.6949,0.0999,0.1501
3.9800,0.4555,0.6995,0.0999,0.1501
3.9900,0.4535,0.7040,0.0999,0.1501
4.0000,0.4514,0.7086,0.0999,0.1501
4.0100,0.4492,0.7131,0.0999,0.1501
4.0200,0.4470,0.7176,0.0999,0.1501
4.0300,0.4448,0.7221,0.0999,0.1501
4.0400,0.4425,0.7266,0.0999,0.1501
4.0500,0.4402,0.7311,0.0999,0.1501
4.0600,0.4378,0.7355,0.0999,0.1501
4.0700,0.4353,0.7400,0.0999,0.1501
4.0800,0.4328,0.7444,0.0999,0.1501
4.0900,0.4302,0.7488,0.0999,0.1501
4.1000,0.4276,0.7532,0.0999,0.1501
4.1100,0.4250,0.7576,0.0999,0.1501
4.1200,0.4223,0.7620,0.0999,0.1501
4.1300,0.4195,0.7664,0.0999,0.1501
4.1400,0.4167,0.7707,0.0999,0.1501
4.1500,0.4138,0.7750,0.0999,0.1501
4.1600,0.4109,0.7793,0.0999,0.1501
4.1700,0.4079,0.7836,0.0999,0.1501
4.1800,0.4049,0.7878,0.0999,0.1501
4.1900,0.4018,0.7921,0.0999,0.1501
4.2000,0.3987,0.7963,0.0999,0.1501
4.2100,0.3955,0.8005,0.0999,0.1501
4.2200,0.3923,0.8046,0.0999,0.1501
4.2300,0.3890,0.8088,0.0999,0.1501
4.2400,0.3857,0.8129,0.0999,0.1501
4.2500,0.3823,0.8170,0.0999,0.1501
4.2600,0.3789,0.8210,0.0999,0.1501
4.2700,0.3754,0.8251,0.0999,0.1501
4.2800,0.3718,0.8291,0.0999,0.1501
4.2900,0.3683,0.8330,0.0999,0.1501
4.3000,0.3646,0.8370,0.0999,0.1501
4.3100,0.3609,0.8409,0.0999,0.1501
4.3200,0.3572,0.8448,0.0999,0.1501
4.3300,0.3534,0.8486,0.0999,0.1501
4.3400,0.3495,0.8525,0.0999,0.1501
4.3500,0.3457,0.8562,0.0999,0.1501
4.3600,0.3417,0.8600,0.0999,0.1501
4.3700,0.3377,0.8637,0.0999,0.1501
4.3800,0.3337,0.8674,0.0999,0.1501
4.3900,0.3296,0.8710,0.0999,0.1501
4.4000,0.3254,0.8746,0.0999,0.1501
4.4100,0.3212,0.8782,0.0999,0.1501
4.4200,0.3170,0.8817,0.0999,0.1501
4.4300,0.3127,0.8852,0.0999,0.1501
4.4400,0.3084,0.8887,0.0999,0.1501
4.4500,0.3040,0.8921,0.0999,0.1501
4.4600,0.2995,0.8955,0.0999,0.1501
4.4700,0.2951,0.8988,0.0999,0.1501
4.4800,0.2905,0.9021,0.0999,0.1501
4.4900,0.2860,0.9053,0.0999,0.1501
4.5000,0.2813,0.9085,0.0999,0.1501
4.5100,0.2767,0.9117,0.0999,0.1501
4.5200,0.2720,0.9148,0.0999,0.1501
4.5300,0.2672,0.9178,0.0999,0.1501
4.5400,0.2624,0.9208,0.0999,0.1501
4.5500,0.2575,0.9238,0.0999,0.1501
4.5600,0.2526,0.9267,0.0999,0.1501
4.5700,0.2477,0.9296,0.0999,0.1501
4.5800,0.2427,0.9324,0.0999,0.1501
4.5900,0.2377,0.9351,0.0999,0.1501
4.6000,0.2326,0.9378,0.0999,0.1501
4.6100,0.2275,0.9405,0.0999,0.1501
4.6200,0.2224,0.9431,0.0999,0.1501
4.6300,0.2172,0.9456,0.0999,0.1501
4.6400,0.2120,0.9481,0.1000,0.1500
4.6500,0.2067,0.9505,0.1000,0.1500
4.6600,0.2014,0.9529,0.1000,0.1500
4.6700,0.1960,0.9552,0.1000,0.1500
4.6800,0.1906,0.9575,0.1000,0.1500
4.6900,0.1852,0.9597,0.1000,0.1500
4.7000,0.1797,0.9618,0.1000,0.1500
4.7100,0.1742,0.9639,0.1000,0.1500
4.7200,0.1687,0.9659,0.1000,0.1500
4.7300,0.1631,0.9679,0.1000,0.1500
4.7400,0.1575,0.9698,0.1000,0.1500
4.7500,0.1519,0.9716,0.1000,0.1500
4.7600,0.1462,0.9734,0.1000,0.1500
4.7700,0.1405,0.9751,0.1000,0.1500
4.7800,0.1348,0.9768,0.1000,0.1500
4.7900,0.1290,0.9783,0.1000,0.1500
4.8000,0.1232,0.9798,0.1000,0.1500
4.8100,0.1174,0.9813,0.1000,0.1500
4.8200,0.1115,0.9827,0.1000,0.1500
4.8300,0.1056,0.9840,0.1000,0.1500
4.8400,0.0997,0.9852,0.1000,0.1500
4.8500,0.0938,0.9864,0.1000,0.1500
4.8600,0.0878,0.9875,0.1000,0.1500
4.8700,0.0818,0.9885,0.1000,0.1500
4.8800,0.0758,0.9894,0.1000,0.1500
4.8900,0.0697,0.9903,0.1000,0.1500
4.9000,0.0637,0.9911,0.1000,0.1500
4.9100,0.0576,0.9919,0.1000,0.1500
4.9200,0.0515,0.9925,0.1000,0.1500
4.9300,0.0453,0.9931,0.1000,0.1500
4.9400,0.0392,0.9936,0.1000,0.1500
4.9500,0.0330,0.9941,0.1000,0.1500
4.9600,0.0269,0.9944,0.1000,0.1500
4.9700,0.0207,0.9947,0.1000,0.1500
4.9800,0.0144,0.9949,0.1000,0.1500
4.9900,0.0082,0.9951,0.1000,0.1500
5.0000,0.0020,0.9951,0.1000,0.1500
5.0100,-0.0043,0.9951,0.1000,0.1500
5.0200,-0.0106,0.9950,0.1000,0.1500
5.0300,-0.0168,0.9948,0.1000,0.1500
5.0400,-0.0231,0.9945,0.1000,0.1500
5.0500,-0.0294,0.9942,0.1000,0.1500
5.0600,-0.0357,0.9938,0.1000,0.1500
5.0700,-0.0420,0.9933,0.1000,0.1500
5.0800,-0.0484,0.9927,0.1000,0.1500
5.0900,-0.0547,0.9920,0.1000,0.1500
5.1000,-0.0610,0.9913,0.1001,0.1499
5.1100,-0.0673,0.9904,0.1001,0.1499
5.1200,-0.0737,0.9895,0.1001,0.1499
5.1300,-0.0800,0.9885,0.1001,0.1499
5.1400,-0.0863,0.9874,0.1001,0.1499
5.1500,-0.0926,0.9863,0.1001,0.1499
5.1600,-0.0990,0.9850,0.1001,0.1499
5.1700,-0.1053,0.9837,0.1001,0.1499
5.1800,-0.1116,0.9822,0.1001,0.1499
5.1900,-0.1179,0.9807,0.1001,0.1499
5.2000,-0.1242,0.9791,0.1001,0.1499
5.2100,-0.1305,0.9775,0.1001,0.1499
5.2200,-0.1367,0.9757,0.1001,0.1499
5.2300,-0.1430,0.9739,0.1001,0.1499
5.2400,-0.1493,0.9719,0.1001,0.1499
5.2500,-0.1555,0.9699,0.1001,0.1499
5.2600,-0.1617,0.9678,0.1001,0.1499
5.2700,-0.1679,0.9656,0.1001,0.1499
5.2800,-0.1741,0.9633,0.1001,0.1499
5.2900,-0.1803,0.9610,0.1001,0.1499
5.3000,-0.1864,0.9585,0.1001,0.1499
5.3100,-0.1926,0.9560,0.1001,0.1499
5.3200,-0.1987,0.9534,0.1001,0.1499
5.3300,-0.2047,0.9507,0.1001,0.1499
5.3400,-0.2108,0.9479,0.1001,0.1499
5.3500,-0.2168,0.9450,0.1001,0.1499
5.3600,-0.2228,0.9420,0.1001,0.1499
5.3700,-0.2288,0.9390,0.1001,0.1499
5.3800,-0.2347,0.9358,0.1001,0.1499
5.3900,-0.2406,0.9326,0.1001,0.1499
5.4000,-0.2465,0.9293,0.1001,0.1499
5.4100,-0.2524,0.9259,0.1001,0.1499
5.4200,-0.2582,0.9224,0.1001,0.1499
5.4300,-0.2639,0.9188,0.1001,0.1499
5.4400,-0.2697,0.9152,0.1001,0.1499
5.4500,-0.2753,0.9114,0.1001,0.1499
5.4600,-0.2810,0.9076,0.1001,0.1499
5.4700,-0.2866,0.9037,0.1002,0.1498
5.4800,-0.2922,0.8997,0.1002,0.1498
5.4900,-0.2977,0.8956,0.1002,0.1498
5.5000,-0.3031,0.8915,0.1002,0.1498
5.5100,-0.3086,0.8872,0.1002,0.1498
5.5200,-0.3139,0.8829,0.1002,0.1498
5.5300,-0.3192,0.8785,0.1002,0.1498
5.5400,-0.3245,0.8740,0.1002,0.1498
5.5500,-0.3297,0.8695,0.1002,0.1498
5.5600,-0.3349,0.8648,0.1002,0.1498
5.5700,-0.3400,0.8601,0.1002,0.1498
