time,x,y
5.0500,6.0554,1.4608
5.0600,6.0765,1.4742
5.0700,6.0976,1.4876
5.0800,6.1187,1.5012
5.0900,6.1397,1.5148
5.1000,6.1608,1.5285
5.1100,6.1819,1.5424
5.1200,6.2029,1.5563
5.1300,6.2240,1.5703
5.1400,6.2450,1.5844
5.1500,6.2661,1.5986
5.1600,6.2871,1.6129
5.1700,6.3082,1.6273
5.1800,6.3292,1.6418
5.1900,6.3502,1.6564
5.2000,6.3712,1.6711
5.2100,6.3922,1.6858
5.2200,6.4132,1.7007
5.2300,6.4342,1.7157
5.2400,6.4551,1.7308
5.2500,6.4761,1.7460
5.2600,6.4970,1.7613
5.2700,6.5179,1.7767
5.2800,6.5388,1.7922
5.2900,6.5597,1.8077
5.3000,6.5806,1.8234
5.3100,6.6015,1.8392
5.3200,6.6223,1.8551
5.3300,6.6432,1.8711
5.3400,6.6640,1.8872
5.3500,6.6848,1.9034
5.3600,6.7055,1.9197
5.3700,6.7263,1.9362
5.3800,6.7470,1.9527
5.3900,6.7677,1.9693
5.4000,6.7884,1.9860
5.4100,6.8091,2.0029
5.4200,6.8297,2.0198
5.4300,6.8503,2.0369
5.4400,6.8709,2.0540
5.4500,6.8915,2.0713
5.4600,6.9120,2.0887
5.4700,6.9325,2.1061
5.4800,6.9530,2.1237
5.4900,6.9735,2.1414
5.5000,6.9939,2.1592
5.5100,7.0143,2.1771
5.5200,7.0346,2.1952
5.5300,7.0549,2.2133
5.5400,7.0752,2.2315
5.5500,7.0955,2.2499
5.5600,7.1157,2.2683
5.5700,7.1359,2.2869
5.5800,7.1561,2.3056
5.5900,7.1762,2.3244
5.6000,7.1962,2.3433
5.6100,7.2163,2.3623
5.6200,7.2363,2.3815
5.6300,7.2562,2.4007
5.6400,7.2761,2.4201
5.6500,7.2960,2.4395
5.6600,7.3158,2.4591
5.6700,7.3356,2.4788
5.6800,7.3554,2.4986
5.6900,7.3751,2.5185
5.7000,7.3947,2.5386
5.7100,7.4143,2.5587
5.7200,7.4339,2.5790
5.7300,7.4533,2.5994
5.7400,7.4728,2.6199
5.7500,7.4922,2.6405
5.7600,7.5115,2.6612
5.7700,7.5308,2.6821
5.7800,7.5501,2.7030
5.7900,7.5692,2.7241
5.8000,7.5884,2.7453
5.8100,7.6074,2.7666
5.8200,7.6265,2.7880
5.8300,7.6454,2.8096
5.8400,7.6643,2.8312
5.8500,7.6831,2.8530
5.8600,7.7019,2.8749
5.8700,7.7206,2.8969
5.8800,7.7392,2.9191
5.8900,7.7578,2.9413
5.9000,7.7763,2.9637
5.9100,7.7948,2.9862
5.9200,7.8131,3.0088
5.9300,7.8314,3.0315
5.9400,7.8497,3.0543
5.9500,7.8678,3.0773
5.9600,7.8859,3.1004
5.9700,7.9039,3.1236
5.9800,7.9219,3.1469
5.9900,7.9397,3.1703
6.0000,7.9575,3.1939
6.0100,7.9752,3.2175
6.0200,7.9929,3.2413
6.0300,8.0104,3.2652
6.0400,8.0279,3.2893
6.0500,8.0453,3.3134
6.0600,8.0626,3.3377
6.0700,8.0798,3.3621
6.0800,8.0969,3.3866
6.0900,8.1140,3.4112
6.1000,8.1309,3.4360
6.1100,8.1478,3.4608
6.1200,8.1646,3.4858
6.1300,8.1813,3.5109
6.1400,8.1979,3.5361
6.1500,8.2144,3.5615
6.1600,8.2308,3.5869
6.1700,8.2471,3.6125
6.1800,8.2633,3.6382
6.1900,8.2794,3.6640
6.2000,8.2954,3.6900
6.2100,8.3113,3.7160
6.2200,8.3272,3.7422
6.2300,8.3429,3.7685
6.2400,8.3585,3.7949
6.2500,8.3740,3.8214
6.2600,8.3894,3.8481
6.2700,8.4046,3.8749
6.2800,8.4198,3.9017
6.2900,8.4349,3.9287
6.3000,8.4498,3.9559
6.3100,8.4647,3.9831
6.3200,8.4794,4.0104
6.3300,8.4940,4.0379
6.3400,8.5085,4.0655
6.3500,8.5228,4.0932
6.3600,8.5371,4.1210
6.3700,8.5512,4.1490
6.3800,8.5652,4.1770
6.3900,8.5791,4.2052
6.4000,8.5929,4.2335
6.4100,8.6065,4.2619
6.4200,8.6200,4.2904
6.4300,8.6334,4.3190
6.4400,8.6466,4.3477
6.4500,8.6597,4.3766
6.4600,8.6727,4.4055
6.4700,8.6856,4.4346
6.4800,8.6983,4.4638
6.4900,8.7109,4.4931
6.5000,8.7233,4.5225
6.5100,8.7356,4.5520
6.5200,8.7477,4.5817
6.5300,8.7598,4.6114
6.5400,8.7716,4.6413
6.5500,8.7834,4.6712
6.5600,8.7949,4.7013
6.5700,8.8064,4.7315
6.5800,8.8176,4.7617
6.5900,8.8288,4.7921
6.6000,8.8398,4.8226
6.6100,8.8506,4.8532
6.6200,8.8612,4.8839
6.6300,8.8718,4.9148
6.6400,8.8821,4.9457
6.6500,8.8923,4.9767
6.6600,8.9024,5.0078
6.6700,8.9122,5.0391
6.6800,8.9219,5.0704
6.6900,8.9315,5.1018
6.7000,8.9409,5.1333
6.7100,8.9501,5.1650
6.7200,8.9591,5.1967
6.7300,8.9680,5.2285
6.7400,8.9767,5.2604
6.7500,8.9853,5.2925
6.7600,8.9936,5.3246
6.7700,9.0018,5.3568
6.7800,9.0098,5.3891
6.7900,9.0176,5.4215
6.8000,9.0253,5.4540
6.8100,9.0327,5.4866
6.8200,9.0400,5.5192
6.8300,9.0471,5.5520
6.8400,9.0540,5.5849
6.8500,9.0607,5.6178
6.8600,9.0673,5.6508
6.8700,9.0736,5.6839
6.8800,9.0798,5.7171
6.8900,9.0857,5.7504
6.9000,9.0915,5.7838
6.9100,9.0971,5.8172
6.9200,9.1024,5.8507
6.9300,9.1076,5.8844
6.9400,9.1126,5.9180
6.9500,9.1174,5.9518
6.9600,9.1219,5.9856
6.9700,9.1263,6.0196
6.9800,9.1305,6.0536
6.9900,9.1344,6.0876
7.0000,9.1382,6.1217
7.0100,9.1417,6.1560
7.0200,9.1450,6.1902
7.0300,9.1481,6.2246
7.0400,9.1510,6.2590
7.0500,9.1537,6.2935
7.0600,9.1562,6.3280
7.0700,9.1584,6.3626
7.0800,9.1604,6.3973
7.0900,9.1622,6.4320
7.1000,9.1638,6.4668
7.1100,9.1652,6.5016
7.1200,9.1663,6.5365
7.1300,9.1672,6.5715
7.1400,9.1679,6.6065
7.1500,9.1684,6.6415
7.1600,9.1686,6.6766
7.1700,9.1686,6.7118
7.1800,9.1683,6.7470
