x_central,y_central,x_border1,y_border1,x_border2,y_border2,segment_type
1.785414788124952423e+01,1.778396326220142498e+01,1.797675564650530333e+01,1.769754951387985287e+01,1.773154011599374513e+01,1.787037701052299710e+01,0
1.785316252182627395e+01,1.778256518933449115e+01,1.797577028708205304e+01,1.769615144101291904e+01,1.773055475657049485e+01,1.786897893765606327e+01,0
1.785316252182627395e+01,1.778256518933449115e+01,1.797577028708195357e+01,1.769615144101278048e+01,1.773055475657059432e+01,1.786897893765620182e+01,0
1.780192383181708848e+01,1.770986540025386446e+01,1.792453159707276811e+01,1.762345165193215379e+01,1.767931606656140886e+01,1.779627914857557514e+01,0
1.780192383181708848e+01,1.770986540025386446e+01,1.792453159707257271e+01,1.762345165193187668e+01,1.767931606656160426e+01,1.779627914857585225e+01,0
1.780093847239383109e+01,1.770846732738693063e+01,1.792354623764931532e+01,1.762205357906494285e+01,1.767833070713834687e+01,1.779488107570891842e+01,0
1.780093847239383109e+01,1.770846732738693063e+01,1.768146597024117384e+01,1.779916639700389425e+01,1.792041097454648835e+01,1.761776825776996702e+01,1
1.785672138533768916e+01,1.778194684834466344e+01,1.773724888318503190e+01,1.787264591796162705e+01,1.797619388749034641e+01,1.769124777872769982e+01,1
1.785672138533768916e+01,1.778194684834466344e+01,1.796732097852700605e+01,1.768061704035926596e+01,1.774612179214837226e+01,1.788327665633006092e+01,0
1.785556296821602373e+01,1.778068245768857736e+01,1.796616256140534063e+01,1.767935264970317988e+01,1.774496337502670684e+01,1.788201226567397484e+01,0
1.785556296821602373e+01,1.778068245768857736e+01,1.796616256140531576e+01,1.767935264970315501e+01,1.774496337502673171e+01,1.788201226567399971e+01,0
1.779532527788948570e+01,1.771493414357220075e+01,1.790592487107877773e+01,1.761360433558677840e+01,1.768472568470019368e+01,1.781626395155762310e+01,0
1.779532527788948570e+01,1.771493414357220075e+01,1.790592487107866049e+01,1.761360433558664695e+01,1.768472568470031092e+01,1.781626395155775455e+01,0
1.779416686076782028e+01,1.771366975291611823e+01,1.790476645395699506e+01,1.761233994493056443e+01,1.768356726757864550e+01,1.781499956090167203e+01,0
1.779416686076782028e+01,1.771366975291611823e+01,1.767816198892354862e+01,1.780876375750312590e+01,1.791017173261209194e+01,1.761857574832911055e+01,1
1.792718892455566504e+01,1.787594294278952134e+01,1.781118405271139338e+01,1.797103694737652901e+01,1.804319379639993670e+01,1.778084893820251366e+01,1
1.792718892455566504e+01,1.787594294278952134e+01,1.804837519308774674e+01,1.778754674197030994e+01,1.780600265602358334e+01,1.796433914360873274e+01,0
1.792618509268145743e+01,1.787456674519345512e+01,1.804737136121353913e+01,1.778617054437424372e+01,1.780499882414937574e+01,1.796296294601266652e+01,0
1.792618509268145743e+01,1.787456674519345512e+01,1.804737136121361374e+01,1.778617054437434675e+01,1.780499882414930113e+01,1.796296294601256349e+01,0
1.787398583522266904e+01,1.780300447019789445e+01,1.799517210375482534e+01,1.771460826937878608e+01,1.775279956669051273e+01,1.789140067101700282e+01,0
1.787398583522266904e+01,1.780300447019789445e+01,1.799517210375485732e+01,1.771460826937883226e+01,1.775279956669048076e+01,1.789140067101695664e+01,0
1.787298200334846143e+01,1.780162827260182468e+01,1.799416827188064971e+01,1.771323207178276249e+01,1.775179573481627315e+01,1.789002447342088686e+01,0
1.787298200334846143e+01,1.780162827260182468e+01,1.775500868112771968e+01,1.789426895073082591e+01,1.799095532556920318e+01,1.770898759447282345e+01,1
1.792974444231000319e+01,1.787391243153598452e+01,1.781177112008926144e+01,1.796655310966498575e+01,1.804771776453074494e+01,1.778127175340698329e+01,1
1.792974444231000319e+01,1.787391243153598452e+01,1.803863173659718910e+01,1.777074481480081047e+01,1.782085714802281728e+01,1.797708004827115857e+01,0
1.792856949720590976e+01,1.787267234673641880e+01,1.803745679149309566e+01,1.776950473000124475e+01,1.781968220291872385e+01,1.797583996347159285e+01,0
1.792856949720590976e+01,1.787267234673641880e+01,1.803745679149296066e+01,1.776950473000110264e+01,1.781968220291885885e+01,1.797583996347173496e+01,0
1.786747235179288396e+01,1.780818793715899417e+01,1.797635964607993486e+01,1.770502032042367802e+01,1.775858505750583305e+01,1.791135555389431033e+01,0
1.786747235179288396e+01,1.780818793715899417e+01,1.797635964607975723e+01,1.770502032042349327e+01,1.775858505750601068e+01,1.791135555389449507e+01,0
1.786629740668878341e+01,1.780694785235942845e+01,1.797518470097565668e+01,1.770378023562392755e+01,1.775741011240191014e+01,1.791011546909492935e+01,0
1.786629740668878341e+01,1.780694785235942845e+01,1.797837987589115727e+01,1.790663496334925853e+01,1.775421493748640955e+01,1.770726074136959838e+01,1
1.860328318086569865e+01,1.697832332390660426e+01,1.871536565006807251e+01,1.707801043489643433e+01,1.849120071166332480e+01,1.687863621291677418e+01,1
1.860328318086569865e+01,1.697832332390660426e+01,1.848252346982725669e+01,1.688934528060426743e+01,1.872404289190414062e+01,1.706730136720894109e+01,0
1.860228604820330389e+01,1.697967661790710991e+01,1.848152633716486193e+01,1.689069857460477309e+01,1.872304575924174586e+01,1.706865466120944674e+01,0
1.860228604820330389e+01,1.697967661790710991e+01,1.848152633716487259e+01,1.689069857460475887e+01,1.872304575924173520e+01,1.706865466120946095e+01,0
1.794517562368619679e+01,1.787149736423869228e+01,1.782441591264776548e+01,1.778251932093634124e+01,1.806593533472462809e+01,1.796047540754104332e+01,0
1.794517562368619679e+01,1.787149736423869228e+01,1.782441591264771574e+01,1.778251932093641230e+01,1.806593533472467783e+01,1.796047540754097227e+01,0
1.794417849102380558e+01,1.787285065823919439e+01,1.782341877998532453e+01,1.778387261493691440e+01,1.806493820206228662e+01,1.796182870154147437e+01,0
1.794417849102380558e+01,1.787285065823919439e+01,1.806514221788019725e+01,1.796155114744309955e+01,1.782321476416741390e+01,1.778415016903528922e+01,1
1.859866437528819105e+01,1.698030708327056004e+01,1.871962810214458273e+01,1.706900757247446521e+01,1.847770064843179938e+01,1.689160659406665488e+01,1
1.859866437528819105e+01,1.698030708327056004e+01,1.847752358261836036e+01,1.689184857123624539e+01,1.871980516795802174e+01,1.706876559530487469e+01,0
1.859767268560327835e+01,1.698166516709709128e+01,1.847653189293344766e+01,1.689320665506277663e+01,1.871881347827310904e+01,1.707012367913140594e+01,0
1.859767268560327835e+01,1.698166516709709128e+01,1.847653189293343701e+01,1.689320665506278729e+01,1.871881347827311970e+01,1.707012367913139528e+01,0
1.794117411419090757e+01,1.788071666026117157e+01,1.782003332152106623e+01,1.779225814822686758e+01,1.806231490686074892e+01,1.796917517229547556e+01,0
1.794117411419090757e+01,1.788071666026117157e+01,1.782003332152107689e+01,1.779225814822685692e+01,1.806231490686073826e+01,1.796917517229548622e+01,0
1.794018242450599487e+01,1.788207474408770281e+01,1.781904163183616419e+01,1.779361623205338816e+01,1.806132321717582556e+01,1.797053325612201746e+01,0
